Ant,Node,Snap,Full nn,Full ee,50-85 MHz nn,50-85 MHz ee,120-155 MHz nn,120-155 MHz ee,155-190 MHz nn,155-190 MHz ee,190-225 MHz nn,190-225 MHz ee
81,7,0,1.8227702641945365,1.6023294019376986,1.9625866518802333,1.5741132760981578,2.2349699300207617,3.132578594550795,3.5304942828317687,2.475819653441468,10.463915875475937,4.673216508097165
82,7,0,1.2108184871905272,1.1059883368797947,1.60272084599599,1.4738900663865906,2.1792878453697853,2.2291322000338223,1.810543383559166,1.8702177556948336,4.570489252374184,6.641437275828858
83,7,0,2.3759155862171193,125.15579999570443,8.151767966851398,114.8732392099456,2.1949397824480905,31.024083378865146,3.5531123681423034,108.19273710125454,4.686941046424275,32.12568615023927
88,9,0,2.5431317587147872,10.392347353408855,2.217631785714975,3.221888399043692,5.955322764378204,30.792635580229618,5.723908776815055,6.889070046438503,3.275211170831158,4.723288409681335
90,9,0,25.162741575841746,43.54714483249955,3.743531123972971,21.36183641990261,45.14426714334252,80.58934385366126,8.579786623405752,23.524940641616816,27.761950786624283,36.39257431587393
91,9,1,1.4362310274619459,1.4591517937659455,1.4752057188923418,1.6156904649842032,2.89873792889514,2.3372666228621406,3.4874373439545434,4.864003470022082,2.3238885225079096,3.599920410055401
92,10,0,1.4111111361132476,1.1494012699787333,2.2271383325355796,1.5552536055369481,3.3088411386005427,2.5068827499819863,2.4566440510057372,2.5123118916405436,3.8188632038460195,3.391626736673244
93,10,0,2.9616887461035932,2.7310590126037186,6.859976247154565,11.408976297885873,3.5164933424248903,4.066492740904904,2.5559041920174597,1.6001707092596826,2.9670540007175266,1.5813181758936676
94,10,0,1.0237098213376028,24.039486125922373,2.18285667120544,18.7109576647302,2.0912401007563277,6.214683916698182,2.5573262953465417,14.473404488544904,3.1042753577749043,12.714544023683612
98,7,2,3.348295698419927,3.167179117642015,11.22472869319134,14.25741247263415,3.0968671950917357,5.863668010367944,4.217592852233399,1.9587394241855958,3.5321196730068527,1.8816484439475625
99,7,2,1.472338505616476,1.3164539785623097,1.8278304067884688,1.7569827420676922,2.236519249544117,2.4182760283080134,1.8254804444568629,1.7659724235137109,5.9095048871015345,3.800765504411825
100,7,1,3.435553606241266,1.1940871912262716,14.782120006848201,1.6315717204989564,5.478387655395282,2.286980560478428,4.038382752793853,1.6529706948182816,5.33131020790886,3.0887262090927803
105,9,1,1.1132231106058212,0.9638653223697837,1.7801680871459191,1.7206720223845118,2.0376413576343975,2.0933847677266733,1.8539629485626619,2.208769195274574,3.2548903301117313,3.4336683549317257
106,9,3,1.5241971646245527,1.3934175508105857,1.7970297448216737,1.677510211041453,1.9380826967578741,2.0083002796101215,2.99263826890824,2.983527120521911,3.329743015689115,2.9877181697296273
107,9,0,3.026098260335886,3.580316944816554,2.0278852457075613,1.9708328015247536,3.0060168392684026,7.4318374695236304,1.93203002097289,1.7132201845405408,3.0471798833162564,4.030588590962045
108,9,1,1.1226130385533755,1.2006562128084484,1.5994133370262729,1.5419545518743423,1.9436605360585382,2.6022141426309284,1.4552472184012366,1.7433000428327659,2.1804457964141237,2.3615275820135775
109,10,1,1.049264920705263,1.4061955430073338,1.6765477993507596,1.785465638821735,1.8820411637149201,3.073553710016236,1.8646906150596223,2.1288175505222777,1.8305797480252102,3.591009171609381
110,10,1,2.2066775958871268,0.8737942898203804,1.1939897820308183,1.7272693596134319,3.2623621432265852,1.832869341975717,4.07313578926232,1.908878212049108,3.945380410621479,2.2650045738946956
111,10,1,0.9838332574785904,0.8488541660813796,1.845014832761938,1.3617247113353932,1.9911473780913254,1.6902062319389386,1.787169260185588,1.5992151521757436,1.8830748644375468,1.6446150741734287
112,10,2,1.1680988148940292,2.745623227825772,2.0585645843446807,1.3521651350012995,2.286474315252341,3.7100785530441716,2.6095808228941197,7.733095413732235,3.0351616480371884,8.438557686254516
116,7,2,5.072122774906564,4.42986369133855,5.096556956743442,9.027914040428158,13.779463364525679,4.772330196178439,4.1684938550178705,2.089856986731204,5.287890716872866,3.4755941712382996
119,7,1,1.8522454230553629,2.5523690379281723,2.4213373064813783,2.4636952857880043,4.844455194047727,5.966310078292637,2.940455078250766,3.20455638181404,9.422474840149214,6.1603802096577045
125,9,3,1.1600037032111121,1.038538601263576,1.9321217925073202,1.5846005803993668,1.9265099018794722,1.7358231834216755,1.8791118165908662,2.2119652861699137,2.5099069584653235,3.6644091496145506
126,9,3,1.2750154622317273,0.8832504710477569,1.893733425044808,1.2636930708117902,2.0359079368830093,1.7143008967228088,2.683128542121671,1.4912009505135702,3.037578428664347,1.9687483781894046
127,10,2,1.30173821796755,1.1151746760690118,2.5248749058476476,1.719556880602429,3.0305737494600926,2.9023817135058816,3.2725964831388477,2.9723170857405563,4.271628263025554,4.718936048334674
128,10,2,0.8503677391787645,0.8999809450355937,2.0588273567192394,2.4290285923022537,1.8374450472179518,2.142245112321145,1.9324007874695557,2.221335861875601,3.585615382016419,4.839422000454516
129,10,3,0.9231485374597619,0.8781232179411457,1.750286208745858,1.576917469199096,1.835521424872763,1.9707894620295372,1.9392220642837559,2.227680678756064,2.661531457808168,4.175644311037768
130,10,3,1.0208726721819268,0.9686336671183019,2.757939687914102,1.61930616036587,1.9991528964305054,1.9933822201963391,1.9690264758583436,1.8535833355631741,2.7590598945226543,2.911878123657774
135,12,2,0.8328627079247981,0.7904556112052143,1.5946318270652042,1.4913976323380924,1.5956050077533106,1.854484689387911,1.68459991646082,1.8421701327115574,1.7982709387700515,1.6958027885432896
136,12,2,1.3937708039932466,0.9426983531080023,2.1462233644819824,1.7210207211113855,2.0192547426937435,1.887206879331077,2.664115627006772,2.1465331259880647,2.8559381250114235,2.3045914383880817
138,7,1,1.3601623997584769,1.1041925044796772,1.6607017593831253,1.5917680985793352,3.642213748723876,2.372540592805404,2.179552621852075,2.7441578664391906,28.676469537345987,36.43034356186226
155,12,2,4.360070794477125,3.4693294546624593,7.843845089884966,15.266080194958251,2.843162641392512,2.638393801928389,4.149063113190621,2.669592661446136,5.312577991698774,2.5918038353231942
156,12,3,1.3826142203483691,1.20188938097748,2.043141000455222,1.894526512766182,2.048527229264274,2.3257653286016486,2.1544313818768357,1.8628975811734074,3.7876632488792974,2.9290669433201333
157,12,3,1.0395426453296968,0.9753198192502144,2.0508214235278492,1.6595127412445296,1.910148302772611,2.208900639089605,1.945703697085565,2.036609154431366,2.1141072508501417,2.4544077002711617
158,12,3,1.0786232516308556,0.9269767895754177,2.8552049419936627,1.3951216270181988,3.092160676509117,2.1790294075099585,2.5441848434978933,1.7459154120730471,2.713637521694048,5.7949283560103915
176,12,0,0.8138934299143122,0.8005950043127202,1.826255152348249,1.8042668278307459,1.5873579089045977,1.8336477260459985,1.8179374191416993,1.584583007717393,2.0922877724985476,2.0066900037370474
177,12,0,0.9334049171183705,0.8861298208871731,1.7368157456966955,1.7966412074804337,1.73295670571927,1.8799425589735002,1.7201918350858696,1.9200713648228964,2.339309457926465,2.5149800468605776
178,12,0,1.0608401578270885,91.11641914185583,1.8946637083669673,151.46921539596363,1.8347161447417217,103.04376759449323,1.9015415976601255,164.7769147198529,2.076047064590063,166.01163108049838
179,12,1,1.1144786775865727,0.827983758901997,1.6368234678118154,1.6996412425989476,1.9878891454682885,1.8246570198752996,2.7860754570742055,2.0129591277186814,3.235928767047902,3.1805356064610666
