,Ant,Node,A Priori Status,Auto Metrics Flags,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score
0,3,1,digital_ok,1.0,-0.6217766913363392,-1.2751134593218902,-0.4595241761749423,0.38869452912035196,-0.49098036440386383,-0.008547257588051898,-0.23205844903808637,4.816331726578076
1,4,1,RF_maintenance,0.0,0.691649043872619,1.2195341938058033,-0.544536907534329,-0.44265978265937067,1.0562610991758816,-0.26152756797098525,0.3487308196036386,0.8516183617193807
2,5,1,digital_ok,0.0,-0.6282223362618944,-1.3788163876694066,-1.0078846882705117,-0.5635219852838271,-0.8547223250563148,-0.32959465072960553,-0.4861857670408374,-0.8110596489236025
3,15,1,digital_ok,0.0,0.29257154360544363,0.8442981127656343,0.2743283530338342,0.23072943564842047,-0.17419997042785396,1.2435488809553126,2.338847753418868,2.1367604090733
4,16,1,digital_ok,1.0,-1.044456232620911,-0.4175354384845941,0.07871350192022412,-1.0048926410830659,0.7216428149831409,1.1168438470539328,15.731691179551277,13.050855027656958
5,17,1,digital_ok,0.0,0.027297918533657557,1.42552392188512,0.09264122317505728,-0.5015104901889736,0.2757646825200619,0.8219157090135829,2.1297909069423686,1.44769614591555
6,18,1,RF_maintenance,1.0,0.410244765533637,7.934970966045121,-0.4863395605592489,-0.27726316085775027,0.8569293355824523,6.3743437041828575,0.8675948611748798,44.20604064735008
7,27,1,RF_maintenance,1.0,15.485094363596726,19.816109945936876,38.64182278515562,40.234226304563485,11.521561205684986,9.78099459268624,4.971428256100092,4.729539587764951
8,28,1,RF_maintenance,1.0,20.958673915440958,1.4661025714472065,2.4452156658825968,0.8357845703698513,18.895831855881717,4.090265382053982,78.90711776104565,5.8880381567913265
9,29,1,digital_ok,0.0,-1.43177144898495,-1.0293528974067365,-0.5395948138934771,0.22990479253921617,2.142784857450094,0.3080583214509234,1.809724512809839,2.6792347405082033
10,30,1,RF_maintenance,1.0,0.29377014595519846,0.6662460220684115,7.822110489269194,9.419459245401036,3.060065180122109,0.672508708474416,2.438883455475349,4.86932968375049
11,45,5,RF_maintenance,1.0,0.440403785973651,18.50553651562922,-0.949322440465728,38.725860313384004,-0.26311357958373127,9.2710054228238,0.1876403208479945,3.3847508996209164
12,46,5,digital_ok,0.0,-0.023477895736723084,-0.41013570426109724,-0.5212515487844123,1.374317063082525,0.9465345716502466,1.4871932668438013,0.5892742998240889,-0.0008777795154911945
13,73,5,RF_maintenance,1.0,0.36575200072064584,-0.010413811051335526,-0.13710982733147975,0.5790546428159496,2.29570672041063,0.976888488603021,32.111062980886075,0.0382871940141744
14,81,7,digital_ok,0.0,-0.923192306975149,-0.14517631565205147,0.5106061323152777,0.7950893083619819,0.0008159126569246914,0.18696831005124628,0.13017181582133303,0.022489368351857403
15,82,7,RF_maintenance,1.0,6.818919222519474,-0.13454176431701945,0.7131417671663208,0.5608547211659832,-1.022901101507422,0.08817791093984508,0.009741252223301548,-0.33420502481045855
16,83,7,digital_ok,1.0,18.1166997643524,20.360887372067342,35.08875131433185,36.19469517908203,12.633173566043675,10.101475037306637,2.360627018709823,1.9817112137974675
17,84,8,RF_maintenance,1.0,8.523206299870878,2.388537694261583,15.733212768651088,6.894910142524475,8.491383711629116,0.7316848461779536,-5.923631591758981,-3.504521250334487
18,85,8,digital_ok,0.0,-0.3394061188012455,0.7250618821824732,-0.908665201842073,0.7463202258939216,-1.3372144740446321,-0.4024851590751213,-0.5419459642743878,-0.37876700954073567
19,86,8,RF_maintenance,0.0,-0.6677665153725442,1.300265598480583,1.3835822455075568,-0.0460508562182656,1.404918559224713,-0.7745717580401376,0.6605537175221533,1.0304984540126112
20,87,8,digital_ok,1.0,0.7860060954219792,0.3919885975011508,3.198824460501738,2.78114353276958,1.8771830372210325,1.4393956267889656,6.138005267334709,11.537991894759964
21,88,9,digital_ok,0.0,0.27635087631131094,1.8643027437552335,2.9954238434286364,2.144451724039911,2.1577208353777513,1.4814745219687577,0.380135353311625,-0.2059905801869101
22,89,9,RF_maintenance,1.0,-0.0025714549051455014,0.9964413813355264,-0.7514007425310165,0.9879198153093888,-0.026215655173011963,-0.10412722340531394,11.832320405550597,12.989530439257859
23,90,9,RF_maintenance,1.0,1.767288039623374,0.5794235109885139,3.270618269748583,-0.531540641991537,2.5434096482979185,2.4848892272267507,21.472083029987783,16.44505015990328
24,91,9,digital_ok,0.0,-0.4604353647168573,-0.5829559584785041,-0.2778344560179269,1.1837952489233465,-1.4140373320582942,-0.6941311191244192,-0.48550484509468317,-0.1654237837387758
25,92,10,digital_ok,1.0,-0.07881972309851451,1.3212037447257636,0.9829840570423455,1.6998962347023545,0.22138612704145538,1.3364199592285124,7.28240921411858,1.6155011190928752
26,93,10,RF_maintenance,1.0,15.260701111719653,19.63176892515496,38.59096826058483,41.113619118496814,11.475114530469627,9.85997973642679,4.633834454168394,6.551901380471403
27,94,10,RF_maintenance,1.0,-0.01940156354131743,-0.3234348098994598,-0.719564884306601,-0.9982543795199167,0.3104390444192602,5.83529235892134,2.068115500628627,5.484367442398403
28,98,7,digital_maintenance,1.0,18.313859017979794,21.95603717490488,33.719437969558165,34.55969379702281,13.06816185958467,10.655669821487681,5.65777405045518,3.0418213651800086
29,99,7,digital_ok,0.0,0.635053126955401,-0.6812150035806462,-0.939484220714365,0.15536557376099447,0.6122226972266576,-0.24455860858314413,1.014034163196778,-0.393486443995658
30,100,7,RF_maintenance,1.0,3.3769466419116636,20.12495420998493,0.10660643997182034,34.586647109991965,-0.3236944752614309,9.500892934231663,1.2139632270131722,4.535246249316326
31,101,8,RF_maintenance,1.0,-0.627827294173027,-0.60865093116784,-0.20414618512777247,-0.9933352089544906,-0.7139611033050884,-0.14271891774681095,12.58006262232391,-0.9275760889596528
32,102,8,digital_ok,1.0,-0.3712017709941695,0.40097402978489066,1.812253620659164,-0.7014306235084357,-0.1338821730607228,-0.5073666647780023,15.606122982319881,-0.3807669798862233
33,103,8,digital_ok,0.0,0.4056008805132626,-0.005020126789625406,0.3824868102517515,1.225472850363887,-1.211247602802039,-1.0135749367490001,-1.2321627074346349,-1.8261213051250447
34,104,8,digital_ok,0.0,-0.9001057416184761,-0.35652532593536645,-1.0358041536341784,0.0697265163380333,-1.221562500146326,-0.6770478776283336,0.2828776875314477,-1.3623311564141525
35,105,9,digital_ok,1.0,0.10614956028797726,1.1259700498561467,-0.946687320811623,2.771965777158086,-1.2722024511759376,-0.8132001292073219,-0.6101751211512955,6.162973843893891
36,106,9,digital_ok,0.0,1.3830934005313003,0.6204125385334716,0.7515466186832189,1.036025583993635,0.18870558205934107,0.08896456197101435,-0.19695580818514374,0.7752297602478309
37,107,9,digital_ok,0.0,0.9968797680659786,0.1328898948909128,-0.6837983929152263,2.4001910348471,0.0227875251984891,-0.5423572859977991,0.0008777795154911945,3.446944747136778
38,108,9,digital_ok,0.0,-0.5922030589085564,3.11799061566961,-1.0246918044895792,-0.6857707323285929,-0.7070815200727053,-1.2242873355366415,-0.629823327923804,-0.6884278014310371
39,109,10,digital_ok,1.0,7.298774789740643,0.7635205888232647,2.9345197995021133,1.4865472493451537,0.23835105758997407,3.234528236707693,1.1871758532514742,0.5664015703375888
40,110,10,RF_maintenance,0.0,-0.16715386487853198,1.4851162419175121,-0.3923126778790965,0.34201809152678947,0.17164907492030002,1.1536817802682988,-0.6963055625324903,2.1059606228389587
41,111,10,digital_ok,0.0,0.11820619269378854,-0.131410386783263,-0.8087194197045663,-0.9610221184938013,1.0682621705284847,3.1499841300445617,-0.8264730542446649,0.022604199478413495
42,112,10,RF_maintenance,0.0,-0.04691975843263973,-0.12816864142634415,-0.5272681764651016,0.528478306737736,-0.6238769052812106,0.11251610532767677,-0.2651451195875209,1.5650660385957476
43,116,7,RF_maintenance,1.0,21.040014108540444,22.710226531970378,33.56394055084794,34.755562467548145,12.478512290405096,10.011511736464222,3.153465170899483,4.241042283937829
44,119,7,RF_maintenance,1.0,10.253597951461423,1.7096577974628453,0.42431215223196656,-0.09434481033338327,-0.11196979863562051,2.3343133443008055,4.516341509292509,23.560583873968795
45,120,8,digital_ok,1.0,2.186129847886922,0.013481751649616795,1.3443955459598576,0.011333079004624042,5.422370675522296,3.970295890785677,58.45198850220719,38.88292905877089
46,121,8,RF_maintenance,1.0,2.356858587941509,2.979138944341829,9.33750997176977,8.0645844450414,3.0638909741793663,1.5878033140321173,44.50859401934822,67.06132443095012
47,122,8,digital_maintenance,0.0,0.005020126789625406,1.2016443493461906,0.0460508562182656,-0.6606327550616683,-1.0107693549190633,-0.420895271535572,-0.8043475602852989,-0.6192275016284802
48,123,8,RF_maintenance,1.0,8.201346974796582,10.915168587857773,15.352532858905446,15.557791338259157,8.168257205380074,9.908158791566484,-5.390707522170476,22.377980868748978
49,124,9,digital_ok,1.0,-0.5747351179171257,9.234015849469655,-0.7021970064847752,-0.20307054809906394,-0.3505277270308543,0.8812685568221015,0.026249499601879278,1.820518508296508
50,125,9,RF_maintenance,1.0,0.18941692457342035,6.55853710085978,1.1874453893439822,1.5175933687431944,0.10883032944272769,10.03775096838897,2.279933270300744,5.258050888283145
51,126,9,RF_maintenance,0.0,0.27576437215672095,3.376080765112867,-0.25578140249964176,2.7184503116843985,0.6933089252087359,-0.4450458343009795,-0.7865324809546833,-2.2549849905105703
52,127,10,RF_maintenance,1.0,1.2913345730156767,0.9479895818402342,22.117862790529113,17.24005382344977,-0.4273251012972207,3.2270407979043987,1.2363122918515081,1.4125830001223822
53,128,10,digital_ok,0.0,-0.6901004152142696,0.3961832399493951,1.9734384275991286,2.453168658057353,-0.265592549346832,0.09844931222858756,-1.8629916052648816,-2.1859837875195747
54,129,10,digital_ok,0.0,2.922513022020127,-0.051987470996261394,-0.615755278196708,-0.7694247608007816,0.14892815323545608,0.0333456689868241,1.092497927705774,0.12865880377258837
55,130,10,digital_maintenance,1.0,-0.4016715871695409,0.29735390311212817,-0.890527130190581,1.3156373671801547,0.7590394821726617,3.152087947302571,0.430947483601346,6.385069998446965
56,135,12,digital_ok,0.0,-0.7068618177597925,-0.9175400901631439,1.2435052760906646,-0.9326458818925772,0.03871331691638851,-0.571504920313564,0.9862577087738691,-0.9321976443967162
57,136,12,RF_maintenance,0.0,0.13971089364647912,2.677590205709883,-0.9660576143007408,-0.5202909743648475,0.33767544931833704,0.6393634899059764,-0.314808561442317,0.7967821034711952
58,138,7,digital_ok,0.0,-0.2978578462606862,2.0954318203556985,0.1752934393053432,1.218581499673173,-1.0837478416197264,-0.7539408042345987,-0.9563824078679805,-1.735831061056157
59,143,14,RF_maintenance,1.0,7.488336357819523,-0.04249416484194358,4.0938324457866315,-0.3079080508964045,1.401433407375956,0.21898060585285473,1.4068159175695036,-0.6607905010929445
60,144,14,RF_maintenance,1.0,-0.3937523983714932,0.08636488400180271,-0.8737167899362193,4.0157572523727,-0.7076328176154212,0.7534386156639047,-0.31555405262377734,-0.41273001064733655
61,145,14,digital_ok,1.0,-0.5468173730158231,4.191721681063059,1.0388266454648527,10.955073169433353,-0.10249551397418069,0.20694795270372324,2.1622114120289004,3.592656846260366
62,155,12,RF_maintenance,1.0,16.33793761142124,16.808128632892103,38.37452237565589,39.85466544670639,12.935972299732489,10.255788813050547,4.534213157370054,8.223035406967053
63,156,12,RF_maintenance,1.0,1.2198388639168993,10.586909099386899,0.7740420755677998,-0.21616210618295326,0.906960922934855,30.111762298014465,2.5926578148374655,104.45887661551184
64,157,12,RF_maintenance,1.0,0.14286574636240723,-0.8451404562078141,3.773835736911225,0.5933523632261638,0.3412256149226758,2.1136105137788816,9.459260576058782,1.3812464268540379
65,158,12,RF_maintenance,1.0,3.270365074115595,1.456396456434143,2.008236565452107,1.5345416324776415,1.657605553127607,1.0160011054904647,0.7551345974665924,47.43997414774655
66,163,14,digital_ok,1.0,-0.682787129903434,-0.7474684634090728,1.3392595882545628,0.8944565806552852,-0.3570314866818892,1.058437405524594,1.1070928687455945,11.335309471154149
67,164,14,digital_ok,1.0,0.9341101903839648,-0.19304921194283994,0.43369157829738314,0.15065376568640357,0.2915204601183721,1.950739156813598,3.5007007354742776,4.97009272714396
68,165,14,digital_ok,0.0,-0.7486764169626464,1.6348680204422368,-0.7935190418167537,0.8810761300539188,-0.06474944265210585,0.77911382778528,1.1609542778433306,0.254909822131706
69,166,14,RF_maintenance,0.0,-0.7758648400432164,-0.28852117681493505,0.10154293286920646,0.2906772629369425,1.155344734759205,-0.663610572086521,0.36359360448463496,-0.360384136757241
70,176,12,digital_ok,0.0,3.0311627178352176,-1.1713073586129943,-0.7677618484326718,-0.4930704515199527,0.4578159771769487,-0.0008159126569246914,0.16660269897342475,-0.577255088893497
71,177,12,digital_ok,1.0,-0.1523428238711062,0.15101963714361988,-0.4370573057261263,-0.7998189900918172,-0.3347289578782591,1.5682450633826805,-0.4836956885266904,5.068300118645471
72,178,12,digital_ok,0.0,-0.47713886716111076,-1.0762631311825892,-0.665183126037964,-0.4789291084093202,-1.1808893837789238,-1.153596486279754,-0.4576413205039193,-0.012981633762481567
73,179,12,digital_ok,1.0,1.073560792772548,0.49354669968075476,0.04279061242614626,-0.39885776839732606,9.17224378655249,-0.8405248031533109,8.045711311083979,0.4476371686711922
74,184,14,RF_maintenance,1.0,6.341204665534768,-0.5771086633855107,4.624727849798372,-0.49653379698017863,14.193007414501126,-0.7508520896616788,119.26114184006121,1.2181910011559236
75,185,14,digital_ok,0.0,0.773720472175345,0.063103804351337,-0.8813211563413446,0.24549974915503664,-0.9914247777641056,-0.6719336413248566,0.46104238910044554,0.6196390998838635
76,186,14,digital_ok,1.0,2.0113522578440137,-0.13408932195978157,-0.07854440356125622,1.0069055679060417,-0.3115957376883648,0.40490295294589956,6.253037682804712,0.05119810301341671
77,187,14,RF_maintenance,1.0,0.17622056707022593,1.7302539272796693,-0.22296269994137166,4.922644915539914,-0.4475150551725611,1.3161273782850555,3.4957173555965984,42.32943414954999
