,Ant,Node,A Priori Status,Auto Metrics Flags,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score
0,3,1,digital_ok,0.0,-0.5149008652781532,-0.3165818857592907,1.0812404013313215,0.6174026258325467,0.2318896399122171,3.819264224294337,0.20784652199171805,3.910777562315904
1,4,1,RF_maintenance,0.0,2.3888473736518843,2.0354462394518165,0.7315788931206437,-0.035354283917436786,0.04324113511895909,-1.1170918790409734,0.04659761810769585,-1.1411349969614721
2,5,1,digital_ok,1.0,8.87770570078134,8.089918231658073,26.572861239548494,18.88473635436606,0.06830200065879319,0.0659578535845707,-7.660919577152253e-05,-1.2576770609079158
3,15,1,digital_ok,1.0,1.7604286536291163,3.9539779685154066,4.138033266802336,7.792229740656608,0.14666170792061659,-1.4056763903890706,0.15084437521631178,-1.435195443063497
4,16,1,digital_ok,1.0,0.6691825479771749,0.2967457444936497,3.2734496961434387,0.812541192920493,-0.8822747420008719,-1.9502965219679718,-0.7869273108658965,-1.941251679342882
5,17,1,digital_ok,1.0,4.434456113968617,3.204427446732782,10.654018047737075,10.351960190767691,0.29224250588773315,-1.59264309675031,0.27692576759791937,-1.6123845398313565
6,18,1,RF_maintenance,1.0,,,inf,inf,,,,
7,27,1,RF_maintenance,1.0,,,inf,inf,,,,
8,28,1,RF_maintenance,1.0,65164.67729299073,174641.66910119014,444.25510121298026,443.72446554186996,,,,
9,29,1,digital_ok,0.0,0.3165818857592907,0.8340806536750374,-0.3654172833457852,-0.7998135811829439,1.1433664159066443e-06,-1.213518452407494,8.150688288626172e-09,-1.257601590593376
10,30,1,RF_maintenance,1.0,1.9651173829641884,4.12117130916498,35.938971952024986,46.121717942895614,-1.0663724232164661e-05,-1.2135205641457247,2.9873121319131377e-05,-1.257568553621148
11,45,5,RF_maintenance,1.0,20495.17323449887,207889.61357478553,444.5909627210536,447.7674158782743,,,,
12,46,5,digital_ok,1.0,,,inf,inf,,,,
13,73,5,RF_maintenance,1.0,11085.720405831771,12624.178778351023,436.4022605532096,437.27305603428096,,,,
14,84,8,RF_maintenance,1.0,48951.66298084646,7384.547871725929,441.9239507127467,453.014409410955,,,,
15,87,8,digital_ok,1.0,,,inf,inf,,,,
16,92,10,digital_ok,1.0,1931.4420444500975,802.0433272718603,324.7143348148062,277.312818142647,,,,
17,93,10,RF_maintenance,1.0,,,inf,inf,,,,
18,94,10,RF_maintenance,1.0,18128.450609342177,14590.823391343558,470.2193479361302,inf,,,,
19,101,8,RF_maintenance,1.0,,,inf,inf,,,,
20,103,8,digital_ok,1.0,706.5951727806116,268.75089525851695,361.21255149749396,315.7181763854578,-0.26076901249685347,-0.9728630797109408,-0.20482678420354,-1.0019179538365448
21,104,8,digital_ok,1.0,,,inf,inf,,,,
22,109,10,digital_ok,1.0,41.95849590530621,42.86401844810943,40.98046073275953,42.70352236110671,,,,
23,110,10,RF_maintenance,1.0,41.26515223522296,42.30822344710304,22.070275102638092,36.71382200635627,,,,
24,111,10,digital_ok,0.0,-0.3541838244923144,-0.9693984905285263,-0.9721862619782732,0.035354283917436786,-1.1433664159213042e-06,-1.2135231178146928,-8.150688296185241e-09,-1.2575968346616417
25,112,10,RF_maintenance,1.0,,,inf,inf,,,,
26,120,8,digital_ok,1.0,,,inf,inf,,,,
27,121,8,RF_maintenance,1.0,3889.321094943574,6167.257351583476,401.07429298411563,380.65697932842994,,,,
28,122,8,digital_maintenance,1.0,3347.5589495779664,3204.446302267125,370.52547426951577,347.94301156990355,,,,
29,123,8,RF_maintenance,1.0,,,inf,inf,,,,
30,127,10,RF_maintenance,1.0,,,inf,inf,,,,
31,128,10,digital_ok,1.0,37021.110470219064,69310.85703283657,353.6977000277796,362.7201138461229,,,,
32,129,10,digital_ok,1.0,4644.073397011383,785.6843741083013,323.3489854739431,311.53827161021854,,,,
33,130,10,digital_maintenance,1.0,8665.138019943717,28390.082249864867,451.9984684270203,453.3455950577626,,,,
