,Ant,Node,A Priori Status,Auto Metrics Flags,Dead Fraction in Ant Metrics (Jee),Dead Fraction in Ant Metrics (Jnn),Crossed Fraction in Ant Metrics,Flag Fraction Before Redcal,Flagged By Redcal chi^2 Fraction,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Average Dead Ant Metric (Jee),Average Dead Ant Metric (Jnn),Average Crossed Ant Metric,Median chi^2 Per Antenna (Jee),Median chi^2 Per Antenna (Jnn)
0,3,1,digital_ok,0.0,0.0,0.0,0.0,0.6521739130434783,0.34782608695652173,-0.6147140170514358,-1.0816920980384142,0.12491742525522681,0.599045671561126,-0.8645614073936352,-0.21664306944300124,0.8627710660588118,0.42588809692886453,0.6222641997402055,0.62075037588311,0.35232214754397784,0.0,0.0
1,4,1,RF_maintenance,0.0,0.0,0.0,0.0,1.0,0.0,1.2413568357795794,3.1346566179712103,-0.5000233565107527,-0.5715911573762067,-0.10785590076868505,0.8334933828083773,0.17130302970694541,1.9304024363077399,0.6331484268823285,0.6309893280706249,0.3400537985340289,0.0,0.0
2,5,1,digital_ok,0.0,0.0,0.0,0.0,0.0,1.0,-1.1416483258192514,-0.8608750369192939,-1.1412562454948132,-0.465415188038441,-0.8689231316189576,-0.6993786094826774,-0.19582171654559816,-0.9802349153162865,0.6363201479469326,0.6358190525716146,0.3329018998610742,0.0,0.0
3,15,1,digital_ok,1.0,0.0,0.0,0.0,1.0,0.0,2.0146288978560998,1.2771345484379757,0.6075572529554563,0.15401046237719412,0.8789207840030202,0.10236234597705657,17.035665043159028,3.3861766824805835,0.6346628482113111,0.6427947219288058,0.33701362693271636,0.0,0.0
4,16,1,digital_ok,1.0,0.0,0.0,0.0,1.0,0.0,-0.8713692835249405,-0.01499166322313535,-0.9945448069922076,-0.059649682418770826,0.3490982141019048,-0.14086396558049305,0.65192292584998,5.062236511037565,0.6483233239969086,0.6532993739209106,0.33250564227670354,0.0,0.0
5,17,1,digital_ok,1.0,0.0,0.0,0.0,1.0,0.0,1.170204617330699,2.4918160497480812,-0.4566828494929524,-0.8272367049190559,3.1681555140592055,1.0639965602470056,6.0160824368321775,1.6581488741646326,0.6409204765489703,0.648958537269929,0.3283217362026537,0.0,0.0
6,18,1,RF_maintenance,1.0,0.0,0.0,0.0,1.0,0.0,0.21522082702682396,11.258007678050323,1.4879943629938321,-0.1280664730644308,-0.5234796687337137,9.682084510262676,0.07187384747389902,36.35233017823309,0.645680617498568,0.4892797616087393,0.4022315912649933,0.0,0.0
7,27,1,RF_maintenance,1.0,1.0,1.0,0.0,1.0,0.0,20.78567358016488,29.974496089770224,48.10268796768483,51.09886701272658,8.235144829475647,13.985720524221643,1.9764068338238734,2.1884993766122323,0.17545205480857237,0.06651257553196574,0.07802753445831934,0.0,0.0
8,28,1,RF_maintenance,1.0,1.0,1.0,0.0,1.0,0.0,19.397774918521776,4.440853725398356,1.0632773296844167,2.2411855490526,45.39785918153087,3.2604884640269614,66.38220600292948,1.5659544570826558,0.22175118794101137,0.3347230963173262,-0.08183764070035256,0.0,0.0
9,29,1,digital_ok,0.0,0.0,0.0,0.0,0.6956521739130435,0.30434782608695654,-1.3385593107861453,-1.1905793348784197,-0.3419929919692911,0.2993115279282617,0.33545701067959094,-0.32966682862700847,-0.761209824009409,-0.36241148137810164,0.6547135756629042,0.661338202541986,0.3194878726920245,0.0,0.0
10,30,1,RF_maintenance,1.0,0.0,0.0,0.0,1.0,0.0,1.306348814293842,0.5343287676626651,7.695267750522931,11.033552001052149,0.5445197267676877,2.011491593845776,2.388060855057259,0.8556084100868692,0.654719099877386,0.6617954114348744,0.3324694791896692,0.0,0.0
11,45,5,RF_maintenance,1.0,0.0,1.0,0.0,1.0,0.0,0.3511720018630899,27.81354266457984,-0.899216557145929,49.30641362359685,-1.0992652666155587,13.622566022326831,-0.6273758548447089,1.5558833313402285,0.6506761255895676,0.10537118292317689,0.4063862722935442,0.0,0.0
12,46,5,digital_ok,0.0,0.0,0.0,0.0,0.782608695652174,0.0,1.0140574921350054,0.16853086632952358,-0.0024269812231075202,0.8303490320107287,0.4387370392906264,1.0712752525556846,2.9938351616390504,0.5588909469872463,0.6460274204016069,0.6584331939899839,0.3548841267021127,0.0,0.0
13,73,5,RF_maintenance,0.0,0.0,0.0,0.0,1.0,0.0,0.9787054966663175,0.77634281827419,0.09510203903377906,-0.15368063653961786,1.646546355965506,1.8015345057832561,-0.11840737035166718,1.4342631326821567,0.6680404630521132,0.6700750986963365,0.3325637250583621,-1.2354160410570876e-17,-1.1328570188339348e-17
